GrLivArea,BedroomAbvGr,KitchenAbvGr,OverallCond,RoofSurface,SalePrice,GarageFinish_Fin,GarageFinish_NoGarage,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,sin_MoSold,cos_MoSold
0.30320751373382954,3,0.3333333333333333,0.5,0.31672911615605026,208500,0.0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.22381711855396066,3,0.3333333333333333,0.875,0.06964954815957683,181500,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.316675527201843,3,0.3333333333333333,0.5,0.2281243112188671,223500,0.0,0.0,1.0,0.0,1.0,-1.0,-1.8369701987210297e-16
0.30444798865851497,3,0.3333333333333333,0.5,0.4425832047608552,140000,0.0,0.0,0.0,1.0,1.0,0.8660254037844386,0.5000000000000001
0.3896863370547581,4,0.3333333333333333,0.5,0.566894423627948,250000,0.0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.24153818890660997,1,0.3333333333333333,0.5,0.10976416134009259,143000,0.0,0.0,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001
0.3003721424774056,3,0.3333333333333333,0.5,0.5080897747549933,307000,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.37054758107389685,3,0.3333333333333333,0.625,0.7897288957460877,200000,0.0,0.0,1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
0.3145489987595251,2,0.6666666666666666,0.5,0.19087502755124533,129900,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.19103313840155944,2,0.6666666666666666,0.625,0.3713907868635663,118000,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387
0.0,3,0.3333333333333333,0.5,0.5080897747549933,129500,0.0,0.0,0.0,1.0,1.0,0.8660254037844386,0.5000000000000001
0.4120148856990962,4,0.3333333333333333,0.5,0.5858496804055543,345000,1.0,0.0,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.1617933723196881,2,0.3333333333333333,0.625,0.5023143046065682,144000,0.0,0.0,0.0,1.0,1.0,-1.0,-1.8369701987210297e-16
0.264930001772107,3,0.3333333333333333,0.5,0.7522592021159357,279500,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.2222222222222222,2,0.3333333333333333,0.5,0.6687238263169495,157000,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.1515151515151515,2,0.3333333333333333,0.875,0.18955256777606347,132000,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.17809675704412548,2,0.3333333333333333,0.75,0.8379986775402248,149000,1.0,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
0.22984228247386143,2,0.6666666666666666,0.5,0.9180074939387259,90000,0.0,0.0,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001
0.19758993443203968,3,0.3333333333333333,0.5,0.5276614502975534,159000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.23746234272550062,3,0.3333333333333333,0.625,0.7617368305047388,139000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.42122984228247384,4,0.3333333333333333,0.5,0.007053118800969815,325300,0.0,0.0,1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
0.19652667021088072,3,0.3333333333333333,0.75,0.9001542869737713,139400,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.3182704235335814,3,0.3333333333333333,0.5,0.591359929468812,230000,0.0,0.0,1.0,0.0,1.0,-1.0,-1.8369701987210297e-16
0.1880205564416091,3,0.3333333333333333,0.75,0.19925060612739695,129900,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.1880205564416091,3,0.3333333333333333,0.875,0.6577033281904342,154000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.2837143363459153,3,0.3333333333333333,0.5,0.943134229667181,256300,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.15966684387737018,3,0.3333333333333333,0.75,0.19285871721401807,134800,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.30214424951267055,3,0.3333333333333333,0.5,0.2777165527881861,306000,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.2837143363459153,2,0.3333333333333333,0.625,0.05774741018294027,207500,0.0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.09232677653730287,1,0.3333333333333333,0.625,0.3125413268679744,68500,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387
0.23356370724791778,3,0.3333333333333333,0.375,0.5699801631033723,40000,0.0,0.0,0.0,1.0,0.0,-0.4999999999999998,-0.8660254037844388
0.2177919546340599,3,0.3333333333333333,0.625,0.4269340974212035,149350,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.21885521885521886,3,0.3333333333333333,0.5,0.3773418558518845,179900,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387
0.3014354066985646,4,0.3333333333333333,0.5,0.9299096319153626,165500,0.0,0.0,1.0,0.0,1.0,0.8660254037844387,-0.49999999999999983
0.27680311890838205,2,0.3333333333333333,0.5,0.730218205862905,277500,1.0,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.43469785575048736,4,0.3333333333333333,0.5,0.3467048710601719,309000,1.0,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16
0.1945773524720893,3,0.3333333333333333,0.5,0.346043641172581,145000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.2300194931773879,3,0.3333333333333333,0.625,0.10822129160238045,153000,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.1874889243310296,3,0.3333333333333333,0.75,0.13445007714348692,109000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387
0.2043239411660464,2,0.6666666666666666,0.5,0.4256116376460216,82000,0.0,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.2348041821726032,3,0.3333333333333333,0.5,0.1833810888252149,160000,0.0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.2355130249867092,2,0.3333333333333333,0.625,0.6519726691646462,170000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.15683147262094632,2,0.3333333333333333,0.75,0.4899713467048711,144000,0.0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.16640085061137694,3,0.3333333333333333,0.625,0.7412387039894204,130250,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.20396951975899344,3,0.3333333333333333,0.625,0.5957681287194181,141000,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.31065036328194223,2,0.3333333333333333,0.5,0.45162001322459777,319900,0.0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.38100301258195995,1,0.3333333333333333,0.5,0.7359488648886929,239686,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.2936381357433989,3,0.3333333333333333,0.5,0.05752700022040996,249700,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.2574871522239943,2,1.0,0.5,0.15296451399603264,113000,0.0,1.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.1694134325713273,3,0.3333333333333333,0.75,0.044963632356182504,127000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387
0.2606769448874712,3,0.3333333333333333,0.625,0.2173242230548821,177000,1.0,0.0,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.20857699805068225,3,0.3333333333333333,0.625,0.4963632356182499,114500,0.0,0.0,0.0,1.0,1.0,-1.0,-1.8369701987210297e-16
0.1447811447811448,2,0.3333333333333333,0.5,0.6424950407758431,110000,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387
0.3265993265993266,0,0.3333333333333333,0.5,0.12982146793035046,385000,1.0,0.0,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
0.24118376749955697,3,0.3333333333333333,0.5,0.6735728454926163,130000,0.0,0.0,0.0,1.0,1.0,0.8660254037844386,0.5000000000000001
0.25270246322877904,3,0.3333333333333333,0.5,0.4732201895525677,180500,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.3083466241360978,3,0.3333333333333333,0.5,0.9391668503416355,172500,1.0,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.30497962076909446,3,0.3333333333333333,0.5,0.24355300859598858,196500,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.5220627325890483,3,0.3333333333333333,0.5,0.002865329512893977,438780,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.13840155945419103,2,0.3333333333333333,0.75,0.6969363015208287,124900,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387
0.2053872053872054,3,0.3333333333333333,0.5,0.27793696275071633,158000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.1970583023214602,3,0.3333333333333333,0.75,0.44302402468591584,101000,0.0,0.0,0.0,1.0,0.0,1.0,6.123233995736766e-17
0.2429558745348219,2,0.3333333333333333,0.5,0.16332378223495705,202500,0.0,0.0,1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.30320751373382954,3,0.3333333333333333,0.625,0.47035486003967375,140000,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.36062378167641324,3,0.3333333333333333,0.5,0.7187568878113291,219500,0.0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.43841928052454365,4,0.3333333333333333,0.5,0.05686577033281906,317000,0.0,0.0,1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.39128123338649656,3,0.3333333333333333,0.5,0.9177870839761957,180000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.26227184121920966,3,0.3333333333333333,0.5,0.457571082212916,226000,0.0,0.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.13255360623781676,2,0.3333333333333333,0.625,0.37756226581441477,80000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.40545808966861596,3,0.3333333333333333,0.375,0.5422085078245537,225000,1.0,0.0,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.3941166046429204,3,0.3333333333333333,0.625,0.7551245316288296,244000,1.0,0.0,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.14992025518341306,2,0.3333333333333333,0.625,0.7277936962750716,129500,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.30462519936204147,3,0.3333333333333333,0.5,0.9825876129601059,185000,1.0,0.0,0.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.19262803473329787,3,0.3333333333333333,0.75,0.0011020498126515371,144900,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.28460038986354774,3,0.6666666666666666,0.625,0.4454485342737492,107400,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387
0.17526138578770156,2,0.3333333333333333,0.5,0.25369186687238265,91000,0.0,0.0,0.0,1.0,1.0,-0.5000000000000004,0.8660254037844384
0.16888180046074783,2,0.3333333333333333,0.75,0.0,135750,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.22789296473506998,2,0.3333333333333333,0.5,0.4134890897068547,127000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387
0.31348573453836615,4,0.6666666666666666,0.5,0.362574388362354,136500,0.0,1.0,0.0,0.0,0.0,0.8660254037844387,-0.49999999999999983
0.21814637604111287,2,0.3333333333333333,0.625,0.4214238483579458,110000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.37976253765727447,4,0.3333333333333333,0.625,0.2545735067225039,193500,1.0,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.23710792131844763,2,0.3333333333333333,0.5,0.7912717654837998,153500,1.0,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
0.27715754031543505,3,0.3333333333333333,0.5,0.5629270443024025,245000,0.0,0.0,1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.18890660995924152,3,0.3333333333333333,0.5,0.5168613621335685,126500,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.26138578770157717,3,0.3333333333333333,0.5,0.6277275732863126,168500,1.0,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.42849548112706004,4,0.3333333333333333,0.5,0.6590257879656161,260000,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.27662590820485555,3,0.3333333333333333,0.5,0.9023583865990743,174000,1.0,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
0.21708311181995393,2,0.3333333333333333,0.5,0.5034163544192197,164500,0.0,0.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.2706007442849548,2,0.3333333333333333,0.125,0.8168393211373154,85000,0.0,1.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.17561580719475456,3,0.3333333333333333,0.5,0.19440158695173024,123600,0.0,1.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.1844763423710792,2,0.3333333333333333,0.5,0.7983248842847697,109900,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.21903242955874536,2,0.3333333333333333,0.25,0.8080229226361032,98600,0.0,0.0,0.0,1.0,1.0,-2.4492935982947064e-16,1.0
0.17100832890306572,2,0.3333333333333333,0.75,0.3467048710601719,163500,0.0,0.0,0.0,1.0,1.0,-0.8660254037844384,-0.5000000000000004
0.40616693248272195,4,0.6666666666666666,0.625,0.8743663213577254,133900,0.0,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384
0.316675527201843,3,0.3333333333333333,0.5,0.45007714348688554,204750,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.2606769448874712,3,0.3333333333333333,0.875,0.7161119682609653,185000,1.0,0.0,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983
0.2815878079035974,3,0.3333333333333333,0.5,0.6193519947101609,214000,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.17029948608895978,3,0.3333333333333333,0.5,0.15340533392109326,94750,1.0,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.14814814814814814,2,0.3333333333333333,0.5,0.9180074939387259,83000,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387
0.2172603225234804,3,0.3333333333333333,0.5,0.06722503857174345,128950,0.0,1.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387
0.28548644338118023,3,0.3333333333333333,0.75,0.037249283667621785,205000,0.0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.3071061492114124,3,0.3333333333333333,0.5,0.6413929909631916,178000,1.0,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.27219564061669327,4,0.6666666666666666,0.5,0.7787083976195724,118964,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.2174375332270069,3,0.3333333333333333,0.5,0.7368305047388142,198900,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.32234626971469077,4,0.3333333333333333,0.375,0.11703769010359269,169500,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.35318093212830054,3,0.3333333333333333,0.5,0.44787304386158255,250000,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.18571681729576467,2,0.3333333333333333,0.75,0.9446770994048932,100000,0.0,0.0,0.0,1.0,1.0,-0.8660254037844384,-0.5000000000000004
0.13999645578592945,2,0.3333333333333333,0.5,0.9548159576812871,115000,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.26900584795321636,3,0.3333333333333333,0.75,0.6059069869958122,115000,0.0,1.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004
0.32695374800637955,3,0.3333333333333333,0.625,0.5547718756887812,190000,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387
0.32890306574517103,4,0.3333333333333333,0.375,0.15362574388362357,136900,0.0,0.0,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001
0.2535885167464115,3,0.3333333333333333,0.5,0.8889133788847257,180000,1.0,0.0,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983
0.47793726741095166,4,0.3333333333333333,0.5,0.9228565131143929,383970,1.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001
0.4004961899698742,3,0.3333333333333333,0.5,0.7725369186687239,217000,0.0,0.0,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001
0.4113060428849903,3,0.3333333333333333,0.875,0.14657262508265376,259500,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.2585504164451533,2,0.3333333333333333,0.5,0.3213577253691867,176000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.19369129895445686,3,0.3333333333333333,0.5,0.2633899052237161,139000,0.0,0.0,0.0,1.0,1.0,-1.0,-1.8369701987210297e-16
0.19953925217083113,2,0.3333333333333333,0.5,0.5080897747549933,155000,0.0,0.0,0.0,1.0,1.0,0.8660254037844387,-0.49999999999999983
0.571150097465887,5,0.3333333333333333,0.5,0.4269340974212035,320000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.2581959950381003,3,0.3333333333333333,0.5,0.8761296010579678,163990,1.0,0.0,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.17526138578770156,1,0.3333333333333333,0.5,0.1271765483799868,180000,0.0,0.0,0.0,1.0,1.0,-0.8660254037844386,0.5000000000000001
0.19918483076377813,3,0.3333333333333333,0.5,0.5188450517963412,100000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.19156477051213894,3,0.3333333333333333,0.75,0.5737271324663875,136000,0.0,0.0,0.0,1.0,1.0,1.2246467991473532e-16,-1.0
0.2126528442317916,2,0.3333333333333333,0.5,0.45602821247520386,153900,0.0,0.0,1.0,0.0,1.0,1.0,6.123233995736766e-17
0.2812333864965444,3,0.3333333333333333,0.5,0.9292484020277716,181000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,0.8660254037844387
0.13379408116250222,2,0.3333333333333333,0.875,0.9160238042759532,84500,0.0,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.1699450646819068,2,0.3333333333333333,0.5,0.9277055322900596,128000,0.0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001
0.1490342016657806,3,0.3333333333333333,0.75,0.2836676217765043,87000,0.0,1.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.23905723905723905,3,0.3333333333333333,0.5,0.8906766585849681,155000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.1867800815169236,3,0.3333333333333333,0.75,0.7117037690103593,150000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.3824206982101719,4,0.3333333333333333,0.625,0.9063257659246198,226000,1.0,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.3641679957469431,3,0.3333333333333333,0.5,0.7452060833149659,244000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.2353358142831827,3,0.3333333333333333,0.625,0.17787083976195725,150750,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.22984228247386143,2,0.3333333333333333,0.5,0.7088384394974653,220000,1.0,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.30515683147262096,3,0.3333333333333333,0.625,0.02204099625303063,180000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.2982456140350877,3,0.3333333333333333,0.625,0.594225258981706,174000,0.0,0.0,0.0,1.0,1.0,0.49999999999999994,-0.8660254037844387
0.21531100478468898,3,0.3333333333333333,0.5,0.44236279479832485,143000,0.0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388
0.34733297891192627,5,0.6666666666666666,0.5,0.7167731981485563,171000,0.0,0.0,0.0,1.0,1.0,-0.4999999999999998,-0.8660254037844388
0.32837143363459154,3,0.3333333333333333,0.5,0.9616486665197268,230000,1.0,0.0,0.0,0.0,1.0,-2.4492935982947064e-16,1.0
0.31277689172426015,3,0.3333333333333333,0.5,0.9867754022481816,231500,0.0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.15328725855041642,3,0.3333333333333333,0.5,0.16442583204760855,115000,0.0,1.0,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983
